Var1,Var2,Var3,Var4,Var5,Var6,Var7
LSP01_Ssn005_Set001_Blk001_Trl004,44,77,50,0.2,500,50
LSP01_Ssn005_Set001_Blk001_Trl005,45,81,50,0.2,500,50
LSP01_Ssn005_Set001_Blk001_Trl006,47,89,50,0.2,500,50
LSP01_Ssn005_Set001_Blk001_Trl007,0,0,0,0,0,0
LSP01_Ssn005_Set001_Blk001_Trl008,48,93,50,0.2,500,50
LSP01_Ssn005_Set002_Blk001_Trl009,41,65,50,0.2,1000,50
LSP01_Ssn005_Set002_Blk001_Trl010,42,69,50,0.2,1000,50
LSP01_Ssn005_Set002_Blk001_Trl011,43,73,50,0.2,1000,50
LSP01_Ssn005_Set002_Blk001_Trl012,44,77,50,0.2,1000,50
LSP01_Ssn005_Set002_Blk001_Trl013,45,81,50,0.2,1000,50
LSP01_Ssn005_Set002_Blk001_Trl014,46,85,50,0.2,1000,50
LSP01_Ssn005_Set002_Blk001_Trl015,47,89,50,0.2,1000,50
LSP01_Ssn005_Set002_Blk001_Trl016,48,93,50,0.2,1000,50
LSP01_Ssn005_Set003_Blk001_Trl017,41,65,50,0.2,2000,50
LSP01_Ssn005_Set003_Blk001_Trl018,42,69,50,0.2,2000,50
LSP01_Ssn005_Set003_Blk001_Trl019,43,73,50,0.2,2000,50
LSP01_Ssn005_Set003_Blk001_Trl020,44,77,50,0.2,2000,50
LSP01_Ssn005_Set003_Blk001_Trl021,46,85,50,0.2,2000,50
LSP01_Ssn005_Set003_Blk001_Trl022,0,0,0,0,0,0
LSP01_Ssn005_Set003_Blk001_Trl023,47,89,50,0.2,2000,50
LSP01_Ssn005_Set003_Blk001_Trl024,48,93,50,0.2,2000,50
LSP01_Ssn005_Set003_Blk001_Trl025,41,65,50,0.2,5000,50
LSP01_Ssn005_Set003_Blk001_Trl026,42,69,50,0.2,5000,50
LSP01_Ssn005_Set003_Blk001_Trl027,43,73,50,0.2,5000,50
LSP01_Ssn005_Set003_Blk001_Trl028,44,77,50,0.2,5000,50
LSP01_Ssn005_Set003_Blk001_Trl029,45,81,50,0.2,5000,50
LSP01_Ssn005_Set003_Blk001_Trl030,46,85,50,0.2,5000,50
LSP01_Ssn005_Set003_Blk001_Trl031,47,89,50,0.2,5000,50
LSP01_Ssn005_Set003_Blk001_Trl032,48,93,50,0.2,5000,50
